ID;Название трека;ID альбома;ID жанра;Длительность;Размер;Стоимость;исполнитель
1820;Breadfan;149;3;341551;11100130;110,00;50
1821;The Prince;149;3;265769;8624492;63,00;50
1822;Stone Cold Crazy;149;3;137717;4514830;100,00;50
1823;So What;149;3;189152;6162894;114,00;50
1824;Killing Time;149;3;183693;6021197;140,00;50
1825;Overkill;149;3;245133;7971330;73,00;50
1826;Damage Case;149;3;220212;7212997;183,00;50
1827;Stone Dead Forever;149;3;292127;9556060;66,00;50
1828;Too Late Too Late;149;3;192052;6276291;87,00;50
1829;Hit The Lights;150;3;257541;8357088;92,00;50
1830;The Four Horsemen;150;3;433188;14178138;63,00;50
1831;Motorbreath;150;3;188395;6153933;66,00;50
1832;Jump In The Fire;150;3;281573;9135755;166,00;50
1833;(Anesthesia) Pulling Teeth;150;3;254955;8234710;195,00;50
1834;Whiplash;150;3;249208;8102839;88,00;50
1835;Phantom Lord;150;3;302053;9817143;68,00;50
1836;No Remorse;150;3;386795;12672166;101,00;50
1837;Seek & Destroy;150;3;415817;13452301;199,00;50
1838;Metal Militia;150;3;311327;10141785;86,00;50
1839;Ain't My Bitch;151;3;304457;9931015;191,00;50
1840;2 X 4;151;3;328254;10732251;89,00;50
1841;The House Jack Built;151;3;398942;13005152;69,00;50
1842;Until It Sleeps;151;3;269740;8837394;106,00;50
1843;King Nothing;151;3;328097;10681477;93,00;50
1844;Hero Of The Day;151;3;261982;8540298;69,00;50
1845;Bleeding Me;151;3;497998;16249420;81,00;50
1846;Cure;151;3;294347;9648615;104,00;50
1847;Poor Twisted Me;151;3;240065;7854349;59,00;50
1848;Wasted My Hate;151;3;237296;7762300;84,00;50
1849;Mama Said;151;3;319764;10508310;190,00;50
1850;Thorn Within;151;3;351738;11486686;67,00;50
1851;Ronnie;151;3;317204;10390947;62,00;50
1852;The Outlaw Torn;151;3;588721;19286261;113,00;50
1853;Battery;152;3;312424;10229577;166,00;50
1854;Master Of Puppets;152;3;515239;16893720;113,00;50
1855;The Thing That Should Not Be;152;3;396199;12952368;107,00;50
1856;Welcome Home (Sanitarium);152;3;387186;12679965;168,00;50
1857;Disposable Heroes;152;3;496718;16135560;175,00;50
1858;Leper Messiah;152;3;347428;11310434;172,00;50
1859;Orion;152;3;500062;16378477;115,00;50
1860;Damage Inc.;152;3;330919;10725029;200,00;50
1861;Fuel;153;3;269557;8876811;95,00;50
1862;The Memory Remains;153;3;279353;9110730;131,00;50
1863;Devil's Dance;153;3;318955;10414832;77,00;50
1864;The Unforgiven II;153;3;395520;12886474;184,00;50
1865;Better Than You;153;3;322899;10549070;162,00;50
1866;Slither;153;3;313103;10199789;192,00;50
1867;Carpe Diem Baby;153;3;372480;12170693;186,00;50
1868;Bad Seed;153;3;245394;8019586;156,00;50
1869;Where The Wild Things Are;153;3;414380;13571280;129,00;50
1870;Prince Charming;153;3;365061;12009412;83,00;50
1871;Low Man's Lyric;153;3;457639;14855583;103,00;50
1872;Attitude;153;3;315898;10335734;113,00;50
1873;Fixxxer;153;3;496065;16190041;87,00;50
1874;Fight Fire With Fire;154;3;285753;9420856;71,00;50
1875;Ride The Lightning;154;3;397740;13055884;129,00;50
1876;For Whom The Bell Tolls;154;3;311719;10159725;194,00;50
1877;Fade To Black;154;3;414824;13531954;138,00;50
1878;Trapped Under Ice;154;3;244532;7975942;121,00;50
1879;Escape;154;3;264359;8652332;112,00;50
1880;Creeping Death;154;3;396878;12955593;138,00;50
1881;The Call Of Ktulu;154;3;534883;17486240;184,00;50
1882;Frantic;155;3;350458;11510849;74,00;50
1883;St. Anger;155;3;441234;14363779;125,00;50
1884;Some Kind Of Monster;155;3;505626;16557497;131,00;50
1885;Dirty Window;155;3;324989;10670604;114,00;50
1886;Invisible Kid;155;3;510197;16591800;92,00;50
1887;My World;155;3;345626;11253756;139,00;50
1888;Shoot Me Again;155;3;430210;14093551;116,00;50
1889;Sweet Amber;155;3;327235;10616595;107,00;50
1890;The Unnamed Feeling;155;3;429479;14014582;80,00;50
1891;Purify;155;3;314017;10232537;133,00;50
1892;All Within My Hands;155;3;527986;17162741;130,00;50
1893;Blackened;156;3;403382;13254874;153,00;50
1894;...And Justice For All;156;3;585769;19262088;152,00;50
1895;Eye Of The Beholder;156;3;385828;12747894;112,00;50
1896;One;156;3;446484;14695721;124,00;50
1897;The Shortest Straw;156;3;395389;13013990;173,00;50
1898;Harvester Of Sorrow;156;3;345547;11377339;99,00;50
1899;The Frayed Ends Of Sanity;156;3;464039;15198986;178,00;50
1900;To Live Is To Die;156;3;588564;19243795;191,00;50
1901;Dyers Eve;156;3;313991;10302828;85,00;50
1902;Springsville;157;2;207725;6776219;178,00;68
1903;The Maids Of Cadiz;157;2;233534;7505275;87,00;68
1904;The Duke;157;2;214961;6977626;178,00;68
1905;My Ship;157;2;268016;8581144;54,00;68
1906;Miles Ahead;157;2;209893;6807707;139,00;68
1907;Blues For Pablo;157;2;318328;10218398;129,00;68
1908;New Rhumba;157;2;276871;8980400;51,00;68
1909;The Meaning Of The Blues;157;2;168594;5395412;88,00;68
1910;Lament;157;2;134191;4293394;140,00;68
1911;I Don't Wanna Be Kissed (By Anyone But You);157;2;191320;6219487;58,00;68
1912;Springsville (Alternate Take);157;2;196388;6382079;92,00;68
1913;Blues For Pablo (Alternate Take);157;2;212558;6900619;101,00;68
1914;The Meaning Of The Blues/Lament (Alternate Take);157;2;309786;9912387;136,00;68
1915;I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take);157;2;192078;6254796;182,00;68
1916;CoraГ§ГЈo De Estudante;158;7;238550;7797308;103,00;42
1917;A Noite Do Meu Bem;158;7;220081;7125225;140,00;42
1918;Paisagem Na Janela;158;7;197694;6523547;106,00;42
1919;Cuitelinho;158;7;209397;6803970;182,00;42
1920;CaxangГЎ;158;7;245551;8144179;82,00;42
1921;Nos Bailes Da Vida;158;7;275748;9126170;80,00;42
1922;Menestrel Das Alagoas;158;7;199758;6542289;164,00;42
1923;Brasil;158;7;155428;5252560;83,00;42
1924;CanГ§ГЈo Do Novo Mundo;158;7;215353;7032626;125,00;42
1925;Um Gosto De Sol;158;7;307200;9893875;67,00;42
1926;Solar;158;7;156212;5098288;171,00;42
1927;Para Lennon E McCartney;158;7;321828;10626920;84,00;42
1928;Maria, Maria;158;7;72463;2371543;195,00;42
1929;Minas;159;7;152293;4921056;112,00;42
1930;FГ© Cega, Faca Amolada;159;7;278099;9258649;114,00;42
1931;Beijo Partido;159;7;229564;7506969;95,00;42
1932;Saudade Dos AviГµes Da Panair (Conversando No Bar);159;7;268721;8805088;98,00;42
1933;Gran Circo;159;7;251297;8237026;119,00;42
1934;Ponta de Areia;159;7;272796;8874285;163,00;42
1935;Trastevere;159;7;265665;8708399;70,00;42
1936;Idolatrada;159;7;286249;9426153;81,00;42
1937;Leila (Venha Ser Feliz);159;7;209737;6898507;95,00;42
1938;Paula E Bebeto;159;7;135732;4583956;126,00;42
1939;Simples;159;7;133093;4326333;106,00;42
1940;Norwegian Wood;159;7;413910;13520382;129,00;42
1941;Caso VocГЄ Queira Saber;159;7;205688;6787901;155,00;42
1942;Ace Of Spades;160;3;169926;5523552;117,00;106
1943;Love Me Like A Reptile;160;3;203546;6616389;117,00;106
1944;Shoot You In The Back;160;3;160026;5175327;73,00;106
1945;Live To Win;160;3;217626;7102182;175,00;106
1946;Fast And Loose;160;3;203337;6643350;130,00;106
1947;(We Are) The Road Crew;160;3;192600;6283035;138,00;106
1948;Fire Fire;160;3;164675;5416114;169,00;106
1949;Jailbait;160;3;213916;6983609;155,00;106
1950;Dance;160;3;158432;5155099;119,00;106
1951;Bite The Bullet;160;3;98115;3195536;174,00;106
1952;The Chase Is Better Than The Catch;160;3;258403;8393310;124,00;106
1953;The Hammer;160;3;168071;5543267;181,00;106
1954;Dirty Love;160;3;176457;5805241;95,00;106
1955;Please Don't Touch;160;3;169926;5557002;114,00;106
1956;Emergency;160;3;180427;5828728;196,00;106
1957;Kir Royal;161;16;234788;7706552;152,00;108
1958;O Que Vai Em Meu CoraГ§ГЈo;161;16;255373;8366846;173,00;108
1959;Aos LeГµes;161;16;234684;7790574;138,00;108
1960;Dois ГЌndios;161;16;219271;7213072;173,00;108
1961;Noite Negra;161;16;206811;6819584;193,00;108
1962;Beijo do Olhar;161;16;252682;8369029;106,00;108
1963;Г‰ Fogo;161;16;194873;6501520;122,00;108
1964;JГЎ Foi;161;16;245681;8094872;154,00;108
1965;SГі Se For Pelo Cabelo;161;16;238288;8006345;99,00;108
1966;No Clima;161;16;249495;8362040;120,00;108
1967;A MoГ§a e a Chuva;161;16;274625;8929357;80,00;108
1968;Demorou!;161;16;39131;1287083;161,00;108
1969;Bitter Pill;162;3;266814;8666786;156,00;109
1970;Enslaved;162;3;269844;8789966;104,00;109
1971;Girls, Girls, Girls;162;3;270288;8874814;127,00;109
1972;Kickstart My Heart;162;3;283559;9237736;133,00;109
1973;Wild Side;162;3;276767;9116997;88,00;109
1974;Glitter;162;3;340114;11184094;174,00;109
1975;Dr. Feelgood;162;3;282618;9281875;165,00;109
1976;Same Ol' Situation;162;3;254511;8283958;52,00;109
1977;Home Sweet Home;162;3;236904;7697538;90,00;109
1978;Afraid;162;3;248006;8077464;73,00;109
1979;Don't Go Away Mad (Just Go Away);162;3;279980;9188156;53,00;109
1980;Without You;162;3;268956;8738371;83,00;109
1981;Smokin' in The Boys Room;162;3;206837;6735408;89,00;109
1982;Primal Scream;162;3;286197;9421164;148,00;109
1983;Too Fast For Love;162;3;200829;6580542;116,00;109
1984;Looks That Kill;162;3;240979;7831122;192,00;109
1985;Shout At The Devil;162;3;221962;7281974;193,00;109
1986;Intro;163;1;52218;1688527;145,00;110
1987;School;163;1;160235;5234885;76,00;110
1988;Drain You;163;1;215196;7013175;72,00;110
1989;Aneurysm;163;1;271516;8862545;182,00;110
1990;Smells Like Teen Spirit;163;1;287190;9425215;195,00;110
1991;Been A Son;163;1;127555;4170369;159,00;110
1992;Lithium;163;1;250017;8148800;166,00;110
1993;Sliver;163;1;116218;3784567;99,00;110
1994;Spank Thru;163;1;190354;6186487;57,00;110
1995;Scentless Apprentice;163;1;211200;6898177;109,00;110
1996;Heart-Shaped Box;163;1;281887;9210982;73,00;110
1997;Milk It;163;1;225724;7406945;141,00;110
1998;Negative Creep;163;1;163761;5354854;88,00;110
1999;Polly;163;1;149995;4885331;170,00;110
2000;Breed;163;1;208378;6759080;80,00;110
2001;Tourette's;163;1;115591;3753246;81,00;110
2002;Blew;163;1;216346;7096936;163,00;110
2003;Smells Like Teen Spirit;164;1;301296;9823847;135,00;110
2004;In Bloom;164;1;254928;8327077;70,00;110
2005;Come As You Are;164;1;219219;7123357;122,00;110
2006;Breed;164;1;183928;5984812;170,00;110
2007;Lithium;164;1;256992;8404745;130,00;110
2008;Polly;164;1;177031;5788407;74,00;110
2009;Territorial Pissings;164;1;143281;4613880;155,00;110
2010;Drain You;164;1;223973;7273440;79,00;110
2011;Lounge Act;164;1;156786;5093635;137,00;110
2012;Stay Away;164;1;212636;6956404;70,00;110
2013;On A Plain;164;1;196440;6390635;53,00;110
2014;Something In The Way;164;1;230556;7472168;192,00;110
2015;Time;165;1;96888;3124455;167,00;111
2016;P.S.ApareГ§a;165;1;209188;6842244;158,00;111
2017;Sangue Latino;165;1;223033;7354184;62,00;111
2018;Folhas Secas;165;1;161253;5284522;123,00;111
2019;Poeira;165;1;267075;8784141;128,00;111
2020;MГЎgica;165;1;233743;7627348;168,00;111
2021;Quem Mata A Mulher Mata O Melhor;165;1;262791;8640121;85,00;111
2022;MundarГ©u;165;1;217521;7158975;142,00;111
2023;O BraГ§o Da Minha Guitarra;165;1;258351;8469531;109,00;111
2024;Deus;165;1;284160;9188110;160,00;111
2025;MГЈe Terra;165;1;306625;9949269;127,00;111
2026;ГЂs Vezes;165;1;330292;10706614;58,00;111
2027;Menino De Rua;165;1;329795;10784595;145,00;111
2028;Prazer E FГ©;165;1;214831;7031383;53,00;111
2029;Elza;165;1;199105;6517629;182,00;111
2030;Requebra;166;7;240744;8010811;157,00;112
2031;Nossa Gente (Avisa LГ );166;7;188212;6233201;77,00;112
2032;Olodum - Alegria Geral;166;7;233404;7754245;132,00;112
2033;MadagГЎscar Olodum;166;7;252264;8270584;185,00;112
2034;FaraГі Divindade Do Egito;166;7;228571;7523278;124,00;112
2035;Todo Amor (Asas Da Liberdade);166;7;245133;8121434;142,00;112
2036;DenГєncia;166;7;159555;5327433;151,00;112
2037;Olodum, A Banda Do PelГґ;166;7;146599;4900121;134,00;112
2038;Cartao Postal;166;7;211565;7082301;59,00;112
2039;Jeito Faceiro;166;7;217286;7233608;58,00;112
2040;Revolta Olodum;166;7;230191;7557065;181,00;112
2041;Reggae OdoyГЎ;166;7;224470;7499807;65,00;112
2042;Protesto Do Olodum (Ao Vivo);166;7;206001;6766104;186,00;112
2043;Olodum - Smile (Instrumental);166;7;235833;7871409;167,00;112
2044;VulcГЈo Dub - Fui Eu;167;7;287059;9495202;88,00;113
2045;O Trem Da Juventude;167;7;225880;7507655;80,00;113
2046;Manguetown;167;7;162925;5382018;166,00;113
2047;Um Amor, Um Lugar;167;7;184555;6090334;159,00;113
2048;Bora-Bora;167;7;182987;6036046;129,00;113
2049;Vai Valer;167;7;206524;6899778;170,00;113
2050;I Feel Good (I Got You) - Sossego;167;7;244976;8091302;139,00;113
2051;Uns Dias;167;7;240796;7931552;133,00;113
2052;Sincero Breu;167;7;208013;6921669;152,00;113
2053;Meu Erro;167;7;188577;6192791;172,00;113
2054;Selvagem;167;7;148558;4942831;90,00;113
2055;BrasГ­lia 5:31;167;7;178337;5857116;87,00;113
2056;Tendo A Lua;167;7;198922;6568180;194,00;113
2057;Que PaГ­s Г‰ Este;167;7;216685;7137865;127,00;113
2058;Navegar Impreciso;167;7;262870;8761283;95,00;113
2059;Feira Moderna;167;7;182517;6001793;124,00;113
2060;Tequila - Lourinha Bombril (Parate Y Mira);167;7;255738;8514961;129,00;113
2061;Vamo BatГЄ Lata;167;7;228754;7585707;178,00;113
2062;Life During Wartime;167;7;259186;8543439;136,00;113
2063;Nebulosa Do Amor;167;7;203415;6732496;132,00;113
2064;CaleidoscГіpio;167;7;256522;8484597;196,00;113
2065;Trac Trac;168;7;231653;7638256;62,00;113
2066;Tendo A Lua;168;7;219585;7342776;68,00;113
2067;Mensagen De Amor (2000);168;7;183588;6061324;131,00;113
2068;Lourinha Bombril;168;7;159895;5301882;51,00;113
2069;La Bella Luna;168;7;192653;6428598;114,00;113
2070;Busca Vida;168;7;176431;5798663;106,00;113
2071;Uma Brasileira;168;7;217573;7280574;147,00;113
2072;Luis Inacio (300 Picaretas);168;7;198191;6576790;183,00;113
2073;Saber Amar;168;7;202788;6723733;146,00;113
2074;Ela Disse Adeus;168;7;226298;7608999;128,00;113
2075;O Amor Nao Sabe Esperar;168;7;241084;8042534;165,00;113
2076;Aonde Quer Que Eu Va;168;7;258089;8470121;132,00;113
2077;CaleidoscГіpio;169;7;211330;7000017;155,00;113
2078;Г“culos;169;7;219271;7262419;57,00;113
2079;Cinema Mudo;169;7;227918;7612168;165,00;113
2080;Alagados;169;7;302393;10255463;66,00;113
2081;Lanterna Dos Afogados;169;7;190197;6264318;129,00;113
2082;MelГґ Do Marinheiro;169;7;208352;6905668;58,00;113
2083;Vital E Sua Moto;169;7;210207;6902878;179,00;113
2084;O Beco;169;7;189178;6293184;200,00;113
2085;Meu Erro;169;7;208431;6893533;69,00;113
2086;Perplexo;169;7;161175;5355013;149,00;113
2087;Me Liga;169;7;229590;7565912;194,00;113
2088;Quase Um Segundo;169;7;275644;8971355;109,00;113
2089;Selvagem;169;7;245890;8141084;92,00;113
2090;Romance Ideal;169;7;250070;8260477;183,00;113
2091;SerГЎ Que Vai Chover?;169;7;337057;11133830;145,00;113
2092;SKA;169;7;148871;4943540;183,00;113
2093;Bark at the Moon;170;1;257252;4601224;103,00;114
2094;I Don't Know;171;1;312980;5525339;190,00;114
2095;Crazy Train;171;1;295960;5255083;158,00;114
2096;Flying High Again;172;1;290851;5179599;168,00;114
2097;Mama, I'm Coming Home;173;1;251586;4302390;53,00;114
2098;No More Tears;173;1;444358;7362964;78,00;114
2099;I Don't Know;174;3;283088;9207869;196,00;114
2100;Crazy Train;174;3;322716;10517408;139,00;114
2101;Believer;174;3;308897;10003794;169,00;114
2102;Mr. Crowley;174;3;344241;11184130;175,00;114
2103;Flying High Again;174;3;261224;8481822;93,00;114
2104;Relvelation (Mother Earth);174;3;349440;11367866;127,00;114
2105;Steal Away (The Night);174;3;485720;15945806;76,00;114
2106;Suicide Solution (With Guitar Solo);174;3;467069;15119938;68,00;114
2107;Iron Man;174;3;172120;5609799;79,00;114
2108;Children Of The Grave;174;3;357067;11626740;178,00;114
2109;Paranoid;174;3;176352;5729813;156,00;114
2110;Goodbye To Romance;174;3;334393;10841337;135,00;114
2111;No Bone Movies;174;3;249208;8095199;180,00;114
2112;Dee;174;3;261302;8555963;109,00;114
2113;Shining In The Light;175;1;240796;7951688;198,00;115
2114;When The World Was Young;175;1;373394;12198930;148,00;115
2115;Upon A Golden Horse;175;1;232359;7594829;112,00;115
2116;Blue Train;175;1;405028;13170391;54,00;115
2117;Please Read The Letter;175;1;262112;8603372;199,00;115
2118;Most High;175;1;336535;10999203;184,00;115
2119;Heart In Your Hand;175;1;230896;7598019;194,00;115
2120;Walking Into Clarksdale;175;1;318511;10396315;55,00;115
2121;Burning Up;175;1;321619;10525136;196,00;115
2122;When I Was A Child;175;1;345626;11249456;121,00;115
2123;House Of Love;175;1;335699;10990880;186,00;115
2124;Sons Of Freedom;175;1;246465;8087944;153,00;115
2125;United Colours;176;10;330266;10939131;127,00;116
2126;Slug;176;10;281469;9295950;80,00;116
2127;Your Blue Room;176;10;328228;10867860;116,00;116
2128;Always Forever Now;176;10;383764;12727928;200,00;116
2129;A Different Kind Of Blue;176;10;120816;3884133;143,00;116
2130;Beach Sequence;176;10;212297;6928259;200,00;116
2131;Miss Sarajevo;176;10;340767;11064884;156,00;116
2132;Ito Okashi;176;10;205087;6572813;175,00;116
2133;One Minute Warning;176;10;279693;9335453;108,00;116
2134;Corpse (These Chains Are Way Too Long);176;10;214909;6920451;143,00;116
2135;Elvis Ate America;176;10;180166;5851053;94,00;116
2136;Plot 180;176;10;221596;7253729;109,00;116
2137;Theme From The Swan;176;10;203911;6638076;53,00;116
2138;Theme From Let's Go Native;176;10;186723;6179777;77,00;116
2139;Wrathchild;177;1;170396;5499390;159,00;117
2140;Killers;177;1;309995;10009697;57,00;117
2141;Prowler;177;1;240274;7782963;107,00;117
2142;Murders In The Rue Morgue;177;1;258638;8360999;109,00;117
2143;Women In Uniform;177;1;189936;6139651;120,00;117
2144;Remember Tomorrow;177;1;326426;10577976;93,00;117
2145;Sanctuary;177;1;198844;6423543;107,00;117
2146;Running Free;177;1;199706;6483496;97,00;117
2147;Phantom Of The Opera;177;1;418168;13585530;169,00;117
2148;Iron Maiden;177;1;235232;7600077;195,00;117
2149;Corduroy;178;1;305293;9991106;179,00;118
2150;Given To Fly;178;1;233613;7678347;133,00;118
2151;Hail, Hail;178;1;223764;7364206;181,00;118
2152;Daughter;178;1;407484;13420697;157,00;118
2153;Elderly Woman Behind The Counter In A Small Town;178;1;229328;7509304;176,00;118
2154;Untitled;178;1;122801;3957141;65,00;118
2155;MFC;178;1;148192;4817665;179,00;118
2156;Go;178;1;161541;5290810;118,00;118
2157;Red Mosquito;178;1;242991;7944923;79,00;118
2158;Even Flow;178;1;317100;10394239;190,00;118
2159;Off He Goes;178;1;343222;11245109;63,00;118
2160;Nothingman;178;1;278595;9107017;101,00;118
2161;Do The Evolution;178;1;225462;7377286;132,00;118
2162;Better Man;178;1;246204;8019563;131,00;118
2163;Black;178;1;415712;13580009;149,00;118
2164;F*Ckin' Up;178;1;377652;12360893;136,00;118
2165;Life Wasted;179;4;234344;7610169;65,00;118
2166;World Wide Suicide;179;4;209188;6885908;80,00;118
2167;Comatose;179;4;139990;4574516;101,00;118
2168;Severed Hand;179;4;270341;8817438;161,00;118
2169;Marker In The Sand;179;4;263235;8656578;90,00;118
2170;Parachutes;179;4;216555;7074973;55,00;118
2171;Unemployable;179;4;184398;6066542;50,00;118
2172;Big Wave;179;4;178573;5858788;120,00;118
2173;Gone;179;4;249547;8158204;55,00;118
2174;Wasted Reprise;179;4;53733;1731020;117,00;118
2175;Army Reserve;179;4;225567;7393771;151,00;118
2176;Come Back;179;4;329743;10768701;83,00;118
2177;Inside Job;179;4;428643;14006924;106,00;118
2178;Can't Keep;180;1;219428;7215713;119,00;118
2179;Save You;180;1;230112;7609110;187,00;118
2180;Love Boat Captain;180;1;276453;9016789;61,00;118
2181;Cropduster;180;1;231888;7588928;124,00;118
2182;Ghost;180;1;195108;6383772;197,00;118
2183;I Am Mine;180;1;215719;7086901;93,00;118
2184;Thumbing My Way;180;1;250226;8201437;105,00;118
2185;You Are;180;1;270863;8938409;63,00;118
2186;Get Right;180;1;158589;5223345;161,00;118
2187;Green Disease;180;1;161253;5375818;159,00;118
2188;Help Help;180;1;215092;7033002;169,00;118
2189;Bushleager;180;1;237479;7849757;138,00;118
2190;1/2 Full;180;1;251010;8197219;173,00;118
2191;Arc;180;1;65593;2099421;193,00;118
2192;All or None;180;1;277655;9104728;126,00;118
2193;Once;181;1;231758;7561555;106,00;118
2194;Evenflow;181;1;293720;9622017;151,00;118
2195;Alive;181;1;341080;11176623;173,00;118
2196;Why Go;181;1;200254;6539287;149,00;118
2197;Black;181;1;343823;11213314;173,00;118
2198;Jeremy;181;1;318981;10447222;158,00;118
2199;Oceans;181;1;162194;5282368;113,00;118
2200;Porch;181;1;210520;6877475;152,00;118
2201;Garden;181;1;299154;9740738;130,00;118
2202;Deep;181;1;258324;8432497;137,00;118
2203;Release;181;1;546063;17802673;82,00;118
2204;Go;182;1;193123;6351920;84,00;118
2205;Animal;182;1;169325;5503459;165,00;118
2206;Daughter;182;1;235598;7824586;165,00;118
2207;Glorified G;182;1;206968;6772116;78,00;118
2208;Dissident;182;1;215510;7034500;73,00;118
2209;W.M.A.;182;1;359262;12037261;74,00;118
2210;Blood;182;1;170631;5551478;58,00;118
2211;Rearviewmirror;182;1;284186;9321053;167,00;118
2212;Rats;182;1;255425;8341934;111,00;118
2213;Elderly Woman Behind The Counter In A Small Town;182;1;196336;6499398;76,00;118
2214;Leash;182;1;189257;6191560;173,00;118
2215;Indifference;182;1;302053;9756133;59,00;118
2216;Johnny B. Goode;141;8;243200;8092024;134,00;100
2217;Don't Look Back;141;8;221100;7344023;173,00;100
2218;Jah Seh No;141;8;276871;9134476;170,00;100
2219;I'm The Toughest;141;8;230191;7657594;156,00;100
2220;Nothing But Love;141;8;221570;7335228;155,00;100
2221;Buk-In-Hamm Palace;141;8;265665;8964369;147,00;100
2222;Bush Doctor;141;8;239751;7942299;132,00;100
2223;Wanted Dread And Alive;141;8;260310;8670933;100,00;100
2224;Mystic Man;141;8;353671;11812170;93,00;100
2225;Coming In Hot;141;8;213054;7109414;71,00;100
2226;Pick Myself Up;141;8;234684;7788255;180,00;100
2227;Crystal Ball;141;8;309733;10319296;110,00;100
2228;Equal Rights Downpresser Man;141;8;366733;12086524;172,00;100
2229;Speak To Me/Breathe;183;1;234213;7631305;71,00;120
2230;On The Run;183;1;214595;7206300;178,00;120
2231;Time;183;1;425195;13955426;101,00;120
2232;The Great Gig In The Sky;183;1;284055;9147563;126,00;120
2233;Money;183;1;391888;12930070;95,00;120
2234;Us And Them;183;1;461035;15000299;98,00;120
2235;Any Colour You Like;183;1;205740;6707989;196,00;120
2236;Brain Damage;183;1;230556;7497655;111,00;120
2237;Eclipse;183;1;125361;4065299;100,00;120
2238;ZeroVinteUm;184;17;315637;10426550;147,00;121
2239;Queimando Tudo;184;17;172591;5723677;99,00;121
2240;Hip Hop Rio;184;17;151536;4991935;188,00;121
2241;Bossa;184;17;29048;967098;140,00;121
2242;100% HardCore;184;17;165146;5407744;198,00;121
2243;Biruta;184;17;213263;7108200;162,00;121
2244;MГЈo Na CabeГ§a;184;17;202631;6642753;167,00;121
2245;O Bicho TГЎ Pregando;184;17;171964;5683369;126,00;121
2246;Adoled (Ocean);184;17;185103;6009946;68,00;121
2247;Seus Amigos;184;17;100858;3304738;145,00;121
2248;Paga Pau;184;17;197485;6529041;134,00;121
2249;Rappers Reais;184;17;202004;6684160;144,00;121
2250;Nega Do Cabelo Duro;184;17;121808;4116536;163,00;121
2251;Hemp Family;184;17;205923;6806900;111,00;121
2252;Quem Me Cobrou?;184;17;121704;3947664;88,00;121
2253;Se Liga;184;17;410409;13559173;196,00;121
2254;Bohemian Rhapsody;185;1;358948;11619868;129,00;51
2255;Another One Bites The Dust;185;1;216946;7172355;179,00;51
2256;Killer Queen;185;1;182099;5967749;181,00;51
2257;Fat Bottomed Girls;185;1;204695;6630041;83,00;51
2258;Bicycle Race;185;1;183823;6012409;77,00;51
2259;You're My Best Friend;185;1;172225;5602173;144,00;51
2260;Don't Stop Me Now;185;1;211826;6896666;186,00;51
2261;Save Me;185;1;228832;7444624;136,00;51
2262;Crazy Little Thing Called Love;185;1;164231;5435501;108,00;51
2263;Somebody To Love;185;1;297351;9650520;144,00;51
2264;Now I'm Here;185;1;255346;8328312;174,00;51
2265;Good Old-Fashioned Lover Boy;185;1;175960;5747506;107,00;51
2266;Play The Game;185;1;213368;6915832;107,00;51
2267;Flash;185;1;168489;5464986;120,00;51
2268;Seven Seas Of Rhye;185;1;170553;5539957;138,00;51
2269;We Will Rock You;185;1;122880;4026955;92,00;51
2270;We Are The Champions;185;1;180950;5880231;81,00;51
2271;We Will Rock You;186;1;122671;4026815;101,00;51
2272;We Are The Champions;186;1;182883;5939794;183,00;51
2273;Sheer Heart Attack;186;1;207386;6642685;103,00;51
2274;All Dead, All Dead;186;1;190119;6144878;111,00;51
2275;Spread Your Wings;186;1;275356;8936992;67,00;51
2276;Fight From The Inside;186;1;184737;6078001;69,00;51
2277;Get Down, Make Love;186;1;231235;7509333;106,00;51
2278;Sleep On The Sidewalk;186;1;187428;6099840;54,00;51
2279;Who Needs You;186;1;186958;6292969;95,00;51
2280;It's Late;186;1;386194;12519388;161,00;51
2281;My Melancholy Blues;186;1;206471;6691838;87,00;51
2282;Shiny Happy People;187;4;226298;7475323;74,00;122
2283;Me In Honey;187;4;246674;8194751;157,00;122
2284;Radio Song;187;4;255477;8421172;77,00;122
2285;Pop Song 89;188;4;185730;6132218;189,00;124
2286;Get Up;188;4;160235;5264376;161,00;124
2287;You Are The Everything;188;4;226298;7373181;174,00;124
2288;Stand;188;4;192862;6349090;95,00;124
2289;World Leader Pretend;188;4;259761;8537282;59,00;124
2290;The Wrong Child;188;4;216633;7065060;129,00;124
2291;Orange Crush;188;4;231706;7742894;176,00;124
2292;Turn You Inside-Out;188;4;257358;8395671;196,00;124
2293;Hairshirt;188;4;235911;7753807;122,00;124
2294;I Remember California;188;4;304013;9950311;153,00;124
2295;Untitled;188;4;191503;6332426;130,00;124
2296;How The West Was Won And Where It Got Us;189;1;271151;8994291;102,00;124
2297;The Wake-Up Bomb;189;1;308532;10077337;154,00;124
2298;New Test Leper;189;1;326791;10866447;138,00;124
2299;Undertow;189;1;309498;10131005;159,00;124
2300;E-Bow The Letter;189;1;324963;10714576;101,00;124
2301;Leave;189;1;437968;14433365;115,00;124
2302;Departure;189;1;209423;6818425;89,00;124
2303;Bittersweet Me;189;1;245812;8114718;183,00;124
2304;Be Mine;189;1;333087;10790541;61,00;124
2305;Binky The Doormat;189;1;301688;9950320;165,00;124
2306;Zither;189;1;154148;5032962;187,00;124
2307;So Fast, So Numb;189;1;252682;8341223;180,00;124
2308;Low Desert;189;1;212062;6989288;63,00;124
